customer_id,age,gender,state,city,zone,education_level,occupation,primary_language,income_level,provider,plan_type,tenure_months,registration_date,monthly_charges,total_charges,data_usage_gb,voice_usage_minutes,sms_usage,network_type,call_drop_rate,network_downtime_hours,internet_speed_mbps,customer_service_calls,complaint_resolution_time,satisfaction_score,payment_method,late_payments,has_caller_tune,has_data_rollover,has_international_roaming,uses_mobile_money,uses_ussd_banking,subscribes_to_news,uses_social_bundles,family_plan,referrals_made,competitor_offers_received,device_age_years,smartphone_user,churn
NIG000095,30,Female,Kogi,Kogi City,North Central,Secondary,Driver,Igbo,Middle,9mobile,Prepaid,2,2025-05-23,5398.05,11692.29,13.25,513.48,57,4G,0.121,1.72,16.13,5,15.18,7.4,POS,0,0,0,0,0,1,0,1,1,0,4,10,0,0
NIG000096,29,Male,Rivers,Port Harcourt,South South,Primary,Trader,Hausa,Low,MTN,Prepaid,12,2024-07-27,3273.46,38668.89,2.91,562.9,48,4G,0.256,2.24,35.11,1,64.11,6.9,Mobile Money,0,1,0,0,0,1,0,1,0,1,6,0.7,1,1
NIG000097,50,Female,Rivers,Opobo,South South,Masters,Student,English,Low,Glo,Prepaid,23,2023-09-01,3359.48,88352.51,2.45,601,54,4G,0.011,3.3,18.9,2,52.22,4.6,POS,0,0,1,0,1,0,0,1,0,2,2,0.5,1,1
NIG000098,74,Female,Yobe,Yobe City,North East,Secondary,Unemployed,Hausa,Low,Glo,Hybrid,9,2024-10-25,4863.44,54691.14,7,277.07,56,4G,0.036,0.38,5.5,1,13.92,5.3,Card,0,1,0,0,1,1,1,1,1,2,4,1.1,1,0
NIG000099,35,Female,Rivers,Port Harcourt,South South,No Formal Education,Civil Servant,Fulani,Low,9mobile,Prepaid,1,2025-06-22,2903.48,3683.55,1.67,413.1,47,4G,0.188,0.43,20.39,5,9.78,3.8,Mobile Money,0,0,0,0,0,0,0,1,0,2,4,0.2,1,1
NIG000100,47,Male,Bauchi,Bauchi City,North East,Secondary,Student,Yoruba,Middle,MTN,Prepaid,2,2025-05-23,2822.08,4254.88,2.52,531.04,46,3G,0.29,0.46,14.04,4,4.36,9.2,Card,1,0,1,0,1,1,0,1,0,0,5,0.9,1,0
NIG000101,51,Female,Oyo,Oyo,South West,HND/BSc,Unemployed,Kanuri,Low,Glo,Prepaid,9,2024-10-25,2650.15,27354.99,5.22,1103.45,52,4G,0.066,0.24,2.51,1,11.49,2,USSD,1,1,0,1,1,1,1,1,0,1,2,0.3,1,0
NIG000102,67,Male,Gombe,Gombe City,North East,HND/BSc,Entrepreneur,Hausa,Low,9mobile,Prepaid,16,2024-03-29,4042.68,57923.16,10.49,1563.44,58,4G,0.204,0.64,41.99,2,3.64,3.6,USSD,4,0,0,0,0,0,0,1,0,2,4,0.3,0,1
NIG000103,27,Male,Kwara,Kwara City,North Central,No Formal Education,Trader,Hausa,Low,MTN,Prepaid,31,2023-01-04,2613.32,94352.01,8.58,1011.54,57,3G,0.268,0.98,16.95,5,1.22,6.6,Bank Transfer,0,1,0,0,0,1,0,1,0,2,5,1.1,1,0
NIG000104,41,Female,Rivers,Port Harcourt,South South,Secondary,Doctor,Igbo,Low,MTN,Prepaid,10,2024-09-25,4838.37,40584.99,6.13,799.18,50,4G,0.087,0.45,83.29,1,13.04,2,Bank Transfer,1,0,0,0,1,0,1,1,0,2,3,2.7,1,1
NIG000105,40,Male,Gombe,Gombe City,North East,Secondary,Civil Servant,Igbo,Low,Airtel,Prepaid,12,2024-07-27,4864.72,46287.64,1.2,781.32,44,4G,0.062,6.08,6.89,4,11.56,3.7,Bank Transfer,1,1,0,0,1,0,0,1,1,0,5,0.5,1,0
NIG000106,30,Male,Ekiti,Ekiti City,South West,Masters,Student,Hausa,Middle,Airtel,Prepaid,23,2023-09-01,4975.88,130985.15,6.69,213.97,50,3G,0.088,5.16,30.68,1,26.16,2.1,Cash,2,0,0,0,0,0,0,1,1,0,5,0.9,1,0
NIG000107,37,Female,Kaduna,Kagoro,North West,HND/BSc,Banker,Igbo,High,9mobile,Prepaid,2,2025-05-23,3029.39,4817.14,6.81,374.57,50,4G,0.185,0.39,31.81,3,1.88,4.4,Airtime Transfer,0,0,0,0,1,0,0,1,0,0,2,0.1,0,1
NIG000108,36,Female,Ogun,Ogun City,South West,Secondary,Teacher,English,Middle,Airtel,Prepaid,37,2022-07-08,4844.43,209914.86,5.08,918.3,49,5G,0.247,2.47,18.23,3,10.63,1.6,Bank Transfer,0,1,0,0,0,0,0,1,0,2,2,1.5,1,0
NIG000109,29,Female,Ekiti,Ekiti City,South West,Secondary,Unemployed,English,Low,MTN,Prepaid,1,2025-06-22,2723.62,2389.31,3.93,302.72,57,4G,0.009,0.55,22.17,3,29.34,2.7,Airtime Transfer,0,0,0,0,1,1,0,1,0,1,3,0.6,1,0
NIG000110,25,Female,Sokoto,Sokoto City,North West,Secondary,Banker,Igbo,Low,MTN,Postpaid,4,2025-03-24,6369.22,19660.98,2.59,679.77,65,2G,0.229,1.44,10.04,3,0.07,8.6,USSD,1,0,1,0,0,1,1,1,0,2,2,4.2,0,0
NIG000111,31,Female,Yobe,Yobe City,North East,No Formal Education,Farmer,English,Low,9mobile,Postpaid,13,2024-06-27,2539.56,37304.89,3.26,392.1,55,4G,0.055,0.53,3.21,3,48.28,5,Bank Transfer,5,0,0,0,1,1,0,1,0,0,3,1.2,0,1
NIG000112,32,Female,Kano,Rano,North West,Secondary,Trader,Hausa,Middle,MTN,Postpaid,48,2021-08-12,6191.11,346363.03,6.34,410.29,58,4G,0.138,1.5,20.62,1,13.7,3.6,USSD,0,1,1,0,0,0,1,1,0,0,3,0.2,0,0
NIG000113,25,Male,Imo,Imo City,South East,Masters,Doctor,Igbo,Low,Glo,Prepaid,31,2023-01-04,4759.5,133465.27,2.26,276.34,54,4G,0.292,7.43,40.42,4,10.8,8.4,Mobile Money,1,0,0,1,1,1,0,0,1,0,4,0.8,0,0
NIG000114,21,Female,Kogi,Kogi City,North Central,HND/BSc,Farmer,Hausa,Low,MTN,Prepaid,41,2022-03-10,5481.59,190312.75,11.06,449.18,51,3G,0.273,3.44,14.07,1,33.92,6.2,Bank Transfer,0,0,0,0,1,0,0,1,1,0,2,2.7,1,0
NIG000115,50,Female,Rivers,Opobo,South South,Secondary,Banker,Hausa,Low,Glo,Prepaid,1,2025-06-22,5268.42,5309,1.48,233.02,56,4G,0.243,2.23,26.49,0,13.57,1.3,Cash,0,1,1,0,1,0,0,0,1,1,4,3.6,1,0
NIG000116,66,Male,Lagos,Ikeja,South West,Secondary,Civil Servant,Yoruba,Low,MTN,Postpaid,7,2024-12-24,7988.06,69195.95,6.22,325.67,65,4G,0.056,0.72,14.47,1,24.75,2.8,Bank Transfer,0,1,1,0,1,1,1,1,0,0,5,2.4,1,0
NIG000117,76,Female,Rivers,Opobo,South South,Secondary,Trader,Igbo,Low,Glo,Prepaid,16,2024-03-29,2130.78,28318.94,5.54,317.76,44,4G,0.263,0.63,4.69,2,2.41,9.1,POS,2,0,0,1,0,0,1,0,0,1,4,2.7,1,1
NIG000118,52,Male,Kaduna,Kaduna,North West,Secondary,Sales Rep,Yoruba,Low,Airtel,Prepaid,102,2017-03-06,1864.75,226820.44,3.8,479.06,52,4G,0.253,1.18,33.64,2,10.77,5.8,Cash,2,1,0,1,1,1,1,1,0,0,2,2.7,1,0
NIG000119,26,Female,Katsina,Katsina City,North West,HND/BSc,Entrepreneur,Igbo,Low,MTN,Prepaid,1,2025-06-22,4878.37,5131.86,10.88,39.74,55,4G,0.07,3.35,4.57,3,48.42,7,USSD,1,1,0,1,1,1,0,1,1,1,2,0.6,1,0
NIG000120,69,Female,Benue,Benue City,North Central,Secondary,Trader,Hausa,Middle,MTN,Prepaid,14,2024-05-28,4121.89,67331.4,3.11,393.74,54,4G,0.025,8.34,5.27,0,81.04,2.6,Mobile Money,0,1,1,0,1,1,0,1,0,2,2,1.1,1,1
NIG000121,59,Female,Oyo,Ogbomoso,South West,Secondary,Mechanic,Igbo,Low,Airtel,Hybrid,25,2023-07-03,4936.33,141328.85,8.72,623.95,40,3G,0.156,0.08,19.93,1,40.33,3,USSD,1,1,0,0,0,1,0,1,1,1,1,0.1,1,1
NIG000122,69,Female,Gombe,Gombe City,North East,HND/BSc,Banker,English,Low,Glo,Prepaid,9,2024-10-25,2631.78,28222.81,10.79,571.73,38,4G,0.175,0.62,25.96,5,8.45,1,Cash,2,0,0,0,1,1,1,1,0,0,4,0.7,1,1
NIG000123,37,Female,Cross River,Cross River City,South South,Primary,Trader,Hausa,Low,MTN,Prepaid,18,2024-01-29,3760.23,71111.51,3.04,983.35,35,4G,0.28,2.59,26.28,2,36.17,2.5,USSD,0,1,1,0,0,0,1,1,0,0,2,2.2,1,1
NIG000124,31,Female,Ekiti,Ekiti City,South West,Masters,Engineer,Hausa,Low,Glo,Prepaid,4,2025-03-24,7087.33,33808.04,1.45,441.57,50,3G,0.037,1.75,7.7,0,59.08,5.4,USSD,0,1,0,0,0,1,1,1,0,1,3,0.8,1,0
NIG000125,48,Male,Katsina,Katsina City,North West,Secondary,Farmer,Kanuri,Middle,Glo,Prepaid,33,2022-11-05,5235.37,130810.6,4.71,420.69,54,4G,0.152,2.28,26.54,3,31.42,9,Bank Transfer,1,0,0,0,1,0,0,0,1,0,4,0.2,1,0
NIG000126,20,Male,Lagos,Ikorodu,South West,Primary,Banker,Yoruba,High,Glo,Postpaid,28,2023-04-04,5641.8,125351.34,7.87,392.97,54,4G,0.195,0.19,6.71,1,12.3,4.2,Airtime Transfer,1,0,0,0,1,1,0,1,0,1,5,1,1,0
NIG000127,45,Female,Nasarawa,Nasarawa City,North Central,Masters,Student,Hausa,Low,Glo,Postpaid,22,2023-10-01,2938.33,51719.27,7.98,876.42,42,2G,0.12,1.6,45.36,1,45.78,2.4,Cash,3,0,0,0,1,0,0,1,0,0,5,0.5,1,0
NIG000128,36,Female,Ogun,Ogun City,South West,Primary,Entrepreneur,Fulani,Low,MTN,Postpaid,51,2021-05-14,11367.12,527613.04,5.91,409.85,49,4G,0.115,1.17,3.97,3,7.53,3.5,POS,2,0,0,0,1,1,0,0,1,1,0,2.5,1,0
NIG000129,30,Female,Kano,Rano,North West,Masters,Banker,English,Low,Glo,Prepaid,39,2022-05-09,1439.25,67084.52,4.13,945.28,56,4G,0.287,5.04,6.7,3,38.72,6.7,USSD,0,1,0,0,1,1,0,1,0,1,5,9.6,0,0
NIG000130,56,Male,Plateau,Plateau City,North Central,OND/NCE,Doctor,English,Middle,Airtel,Prepaid,45,2021-11-10,2512.34,109232.41,4.57,843.98,53,2G,0.124,0.71,8.43,1,8.94,9,Airtime Transfer,2,1,0,0,1,0,1,1,0,1,2,1.9,1,0
NIG000131,69,Female,Gombe,Gombe City,North East,OND/NCE,Trader,Yoruba,Low,MTN,Prepaid,120,2015-09-13,4503.69,580124.6,0.87,371.32,39,4G,0.18,0.13,7.33,7,7.27,9.5,Mobile Money,0,0,1,0,1,1,1,1,0,2,2,1.4,1,1
NIG000132,31,Male,Gombe,Gombe City,North East,Secondary,Entrepreneur,Hausa,Low,9mobile,Prepaid,3,2025-04-23,4642.2,14129.77,5.41,689.67,45,3G,0.105,5.13,21.66,0,46.29,6.7,Mobile Money,0,0,1,0,1,1,1,1,0,1,2,0.8,1,0
NIG000133,58,Male,Lagos,Ikeja,South West,OND/NCE,Trader,Igbo,Middle,9mobile,Prepaid,16,2024-03-29,3084.3,37093.96,5.55,2166.84,46,4G,0.003,2.86,7.68,3,4.87,6.2,Bank Transfer,0,1,0,0,1,1,0,0,1,0,4,5.7,0,0
NIG000134,23,Female,Borno,Borno City,North East,Secondary,Student,English,Middle,Glo,Prepaid,8,2024-11-24,5606.25,41728.95,6.88,762.57,52,4G,0.11,3.29,6.62,3,34.66,3.2,Bank Transfer,0,1,0,0,1,1,0,1,0,2,4,2.2,1,0
NIG000135,33,Female,Cross River,Cross River City,South South,Primary,Farmer,Igbo,Low,Glo,Prepaid,54,2021-02-13,3593.5,166998.64,9.23,471.61,59,4G,0.096,0.39,11.34,1,8.43,6.2,USSD,0,1,1,0,0,1,0,0,0,1,3,1.6,1,0
NIG000136,30,Female,Kaduna,Saminaka,North West,Secondary,Entrepreneur,English,Low,Glo,Prepaid,38,2022-06-08,1275.52,57282.79,0.97,350.9,55,4G,0.115,0.73,11.19,2,6.19,4.1,USSD,1,0,0,0,1,0,0,1,1,2,1,1.6,1,0
NIG000137,17,Male,Borno,Borno City,North East,Primary,Banker,Yoruba,Middle,MTN,Postpaid,13,2024-06-27,3790.14,38713.24,8.38,780.68,49,5G,0.217,0.24,76.71,2,59.21,5.2,Bank Transfer,1,0,1,0,1,1,1,1,0,2,2,0.8,1,1
NIG000138,36,Female,Cross River,Cross River City,South South,Secondary,Entrepreneur,Igbo,Middle,9mobile,Postpaid,19,2023-12-30,9616.64,172881.64,2.47,423.84,45,5G,0.056,0.32,19.02,3,76.03,8.4,USSD,0,0,0,0,1,1,0,1,1,3,2,1.5,0,0
NIG000139,32,Female,Imo,Imo City,South East,Secondary,Accountant,Hausa,Low,MTN,Prepaid,26,2023-06-03,2182.58,49557.4,15.04,1250.48,50,4G,0.093,1.42,34.53,3,17.03,7.6,Cash,1,0,1,0,0,0,1,1,0,0,3,0.7,1,0
NIG000140,38,Female,Lagos,Lagos,South West,Secondary,Civil Servant,Hausa,Low,9mobile,Postpaid,5,2025-02-22,7112.14,32535.62,5.13,231.37,63,4G,0.269,3.29,4.05,0,24.75,3.4,Bank Transfer,0,1,1,0,1,1,0,1,0,0,4,0.5,1,0
NIG000141,21,Male,Plateau,Plateau City,North Central,OND/NCE,Lawyer,Hausa,Low,MTN,Prepaid,3,2025-04-23,2867.61,10913.32,0.58,450.24,46,4G,0.202,0.1,44.88,2,33.53,5.3,USSD,0,1,0,0,1,1,1,1,0,2,4,1.8,0,0
NIG000142,41,Male,Abia,Abia City,South East,HND/BSc,Artisan,English,Low,MTN,Prepaid,65,2020-03-20,4072.6,317920.75,3.35,858.2,42,4G,0.072,0.55,52.36,2,4.96,8.5,Airtime Transfer,0,0,0,0,0,0,0,1,0,0,2,0.9,1,0
NIG000143,55,Female,Zamfara,Zamfara City,North West,OND/NCE,Farmer,English,Middle,9mobile,Prepaid,3,2025-04-23,4788.34,15801.89,7.95,158.77,58,4G,0.161,2.18,11.09,2,31.38,1.2,Card,2,1,0,0,0,1,0,1,1,2,2,1.4,0,1
NIG000144,34,Male,Benue,Benue City,North Central,Primary,Farmer,English,Low,Airtel,Prepaid,19,2023-12-30,5492.09,119269.25,11.02,330.11,53,4G,0.186,0.74,19.73,3,6.48,9,Bank Transfer,0,1,0,0,0,0,0,1,0,2,3,2.4,1,0
NIG000145,25,Female,Kogi,Kogi City,North Central,Secondary,Farmer,English,Middle,MTN,Prepaid,69,2019-11-21,4252.69,255171.53,17.38,397.98,55,4G,0.201,0.27,8.82,2,14.05,6.6,Airtime Transfer,0,1,1,0,1,1,0,1,0,1,2,3.9,1,0
NIG000146,30,Male,Nasarawa,Nasarawa City,North Central,Secondary,Artisan,English,Low,Airtel,Hybrid,35,2022-09-06,4797.24,138741.35,1.03,536.14,56,4G,0.178,0.96,74.17,2,40.21,5.9,Bank Transfer,3,0,0,0,1,0,0,1,0,1,2,1.9,1,0
NIG000147,67,Female,Ekiti,Ekiti City,South West,Secondary,Trader,Hausa,Middle,9mobile,Hybrid,47,2021-09-11,3569.01,128493.27,4.6,759.55,47,4G,0.261,2.17,39.26,0,18.22,3.6,Bank Transfer,2,1,1,1,0,1,0,1,0,0,2,2.2,0,0
NIG000148,23,Male,Imo,Imo City,South East,Secondary,Civil Servant,Hausa,Middle,9mobile,Prepaid,1,2025-06-22,3103.52,2973.5,3.67,803.04,52,3G,0.042,1.95,16.93,4,2.69,5.4,Bank Transfer,1,0,0,0,0,1,0,1,0,2,0,6.8,0,0
NIG000149,32,Male,Lagos,Badagry,South West,Masters,Doctor,English,Low,MTN,Postpaid,6,2025-01-23,3602.98,23014.76,1.43,402.13,53,3G,0.173,1.61,17.05,2,3.15,6.6,Mobile Money,2,0,0,1,0,1,0,1,0,0,2,2.6,0,0
NIG000150,39,Male,Bauchi,Bauchi City,North East,Secondary,Civil Servant,Hausa,Low,MTN,Prepaid,4,2025-03-24,1762.68,6470.16,8.91,245.57,56,4G,0.186,0.67,39.77,1,19.7,7.7,Airtime Transfer,0,0,0,0,1,0,0,1,0,1,1,1.1,1,0
NIG000151,32,Female,Kogi,Kogi City,North Central,Secondary,Trader,English,Low,Airtel,Prepaid,4,2025-03-24,2166.56,9462.51,5.72,238.35,54,3G,0.129,3.4,17.63,0,0.86,9.2,Airtime Transfer,1,1,1,0,1,0,1,0,1,1,1,8.2,0,0
NIG000152,33,Female,Katsina,Katsina City,North West,OND/NCE,Student,Pidgin,Middle,Airtel,Postpaid,43,2022-01-09,11668.93,602018.15,1.88,942.58,54,3G,0.163,0.02,12.1,6,28.37,2.5,Card,0,1,0,1,1,1,0,1,0,1,3,0.5,1,0
NIG000153,52,Male,Oyo,Ogbomoso,South West,Secondary,Driver,English,Low,MTN,Prepaid,19,2023-12-30,3816.92,82469.21,11.42,165.75,53,3G,0.036,0.51,38.35,2,12.01,2.7,Bank Transfer,2,0,1,0,1,1,1,1,0,1,3,2.7,1,1
NIG000154,49,Male,Nasarawa,Nasarawa City,North Central,Masters,Student,Igbo,Middle,MTN,Prepaid,18,2024-01-29,3501.08,49713.56,6.22,229.28,54,4G,0,0.26,57.86,2,5.12,8.6,Mobile Money,1,1,0,0,1,0,1,0,0,1,2,0.5,1,0
NIG000155,62,Male,Rivers,Opobo,South South,OND/NCE,Student,Pidgin,Middle,9mobile,Prepaid,27,2023-05-04,4089.37,83401.72,2.37,1072.61,41,3G,0.173,0.08,33.36,2,3.31,6,POS,1,0,0,0,1,0,0,1,0,0,4,2.6,0,0
NIG000156,49,Female,Kaduna,Kaduna,North West,OND/NCE,Student,Yoruba,Low,Glo,Prepaid,34,2022-10-06,3606.92,98692.76,5.03,648.86,45,4G,0.052,1.73,48.1,1,23.27,7.5,USSD,1,1,0,0,1,1,1,1,0,0,4,1.3,0,0
NIG000157,33,Male,Kaduna,Zaria,North West,Primary,Sales Rep,English,Low,9mobile,Prepaid,101,2017-04-05,4070.39,424443.65,6.71,617.56,48,4G,0.158,0.3,19.86,2,22.22,2.5,Mobile Money,0,0,0,0,1,1,1,0,0,0,2,4.3,1,1
NIG000158,44,Male,Imo,Imo City,South East,OND/NCE,Lawyer,Yoruba,Low,MTN,Prepaid,2,2025-05-23,2422.9,5482.61,16.29,544.78,46,4G,0.241,4.55,0.32,1,69.5,5.4,Card,1,0,0,0,1,1,1,0,1,0,1,0.3,1,1
NIG000159,24,Male,Gombe,Gombe City,North East,HND/BSc,Trader,English,Middle,MTN,Prepaid,2,2025-05-23,5239.39,10048.16,5.37,168.16,61,4G,0.114,1.06,12.4,3,5.37,4.7,Card,1,0,0,0,0,1,0,1,0,2,2,0.7,1,0
NIG000160,32,Male,Ondo,Ondo City,South West,Secondary,Trader,English,Middle,MTN,Prepaid,5,2025-02-22,6066.66,21400.77,10.1,217.91,58,4G,0.268,1.53,4.5,3,1.33,5.1,USSD,1,1,0,0,0,1,0,1,1,1,4,0.5,1,0
NIG000161,21,Female,Kano,Kano,North West,HND/BSc,Student,Igbo,Low,Glo,Prepaid,13,2024-06-27,4948.41,74711.29,14.05,1608.83,49,2G,0.095,0.75,11.89,0,23.77,1.9,Bank Transfer,1,1,0,0,0,1,1,1,0,1,6,0.4,0,0
NIG000162,53,Female,Niger,Niger City,North Central,HND/BSc,Mechanic,English,Low,Glo,Prepaid,7,2024-12-24,4832.84,42676.01,14.16,470.38,47,2G,0.081,3.27,12.58,2,15.82,3.9,Airtime Transfer,0,1,0,0,1,1,0,1,0,0,5,1,0,0
NIG000163,23,Female,Lagos,Epe,South West,HND/BSc,Entrepreneur,Hausa,Low,Airtel,Prepaid,39,2022-05-09,4906.65,157626.13,2.13,908.26,55,2G,0.233,3.45,2.76,5,7.52,8.3,USSD,0,0,1,1,0,1,1,1,0,1,5,2.1,1,0
NIG000164,25,Male,Imo,Imo City,South East,Masters,Trader,English,High,MTN,Postpaid,5,2025-02-22,6435.04,36334.22,3.71,225.78,55,4G,0.285,0.9,7.19,4,45.59,3.1,Card,1,0,0,0,1,1,1,0,0,2,4,2.3,0,0
NIG000165,20,Male,Oyo,Ogbomoso,South West,OND/NCE,Trader,English,Middle,Airtel,Prepaid,23,2023-09-01,3995.17,79941.34,2.46,422.6,47,3G,0.119,6.64,24.06,1,29.18,6.8,USSD,1,0,1,0,0,1,1,0,1,1,4,1.1,1,0
NIG000166,34,Male,Bauchi,Bauchi City,North East,Secondary,Trader,Igbo,Low,Glo,Prepaid,8,2024-11-24,1424.99,9594.22,9.37,320.23,64,4G,0.262,1.01,11.39,1,9.14,7.1,Card,1,0,0,1,0,1,0,0,0,0,2,1.6,1,0
NIG000167,41,Male,Kaduna,Zaria,North West,Masters,Driver,English,Low,MTN,Prepaid,4,2025-03-24,4059.53,18785.49,5.25,109.3,49,4G,0.031,0.1,20.94,3,27.67,4.2,Mobile Money,0,0,1,0,1,0,0,1,0,0,2,1.3,1,1
NIG000168,33,Female,Adamawa,Adamawa City,North East,Secondary,Driver,English,Middle,Glo,Prepaid,3,2025-04-23,3971.6,9509.53,8.85,641.56,44,4G,0.243,3.19,6.62,4,36.84,1.8,USSD,4,0,0,0,0,0,0,1,1,3,4,0.4,0,1
NIG000169,27,Male,Sokoto,Sokoto City,North West,OND/NCE,Trader,Yoruba,Low,Glo,Prepaid,56,2020-12-15,1956.64,113930.64,4.28,308.5,52,3G,0.037,0.05,10.69,1,31.53,8.8,Bank Transfer,2,0,1,0,0,1,0,1,1,1,6,1.3,1,0
NIG000170,40,Male,Kaduna,Kafanchan,North West,Secondary,Engineer,Hausa,Low,Airtel,Prepaid,26,2023-06-03,2828.6,73169.26,7.97,916.55,52,5G,0.215,3.1,2.94,4,64.35,6.2,USSD,1,0,0,0,0,1,1,1,0,0,4,0.6,1,1
NIG000171,25,Male,Lagos,Badagry,South West,No Formal Education,Unemployed,English,Low,Glo,Prepaid,7,2024-12-24,500,2852.86,4.64,883.71,55,4G,0.078,1.77,37.64,2,7.83,9.1,Mobile Money,4,1,0,0,1,1,0,1,1,0,3,0.1,0,0
NIG000172,49,Female,Anambra,Anambra City,South East,HND/BSc,Trader,Hausa,Low,Airtel,Prepaid,13,2024-06-27,3399.77,34563.85,4.9,411.67,48,2G,0.261,1.62,27.45,4,10.72,9.7,POS,2,0,0,0,1,0,0,0,0,2,5,1,1,0
NIG000173,26,Male,Kaduna,Saminaka,North West,Secondary,Unemployed,Yoruba,Middle,Glo,Postpaid,25,2023-07-03,9000.11,265914.38,0.23,310.67,39,4G,0.122,2.28,13.94,3,54.65,6.9,POS,1,1,1,0,0,1,0,1,0,1,2,0.6,1,0
NIG000174,29,Male,Delta,Delta City,South South,HND/BSc,Artisan,Hausa,Middle,Glo,Postpaid,1,2025-06-22,10459.22,11967.31,4.28,96.93,53,4G,0.258,0.34,22.6,2,24.54,8.9,USSD,2,0,1,1,0,0,0,1,0,2,3,2.2,1,1
NIG000175,36,Male,Akwa Ibom,Akwa Ibom City,South South,HND/BSc,Farmer,Yoruba,Low,Airtel,Postpaid,13,2024-06-27,5153.14,68445.57,2.25,298,43,4G,0.068,1.75,15.09,2,4.06,8.9,USSD,1,0,0,0,1,0,0,1,1,0,1,0.8,0,0
NIG000176,40,Male,Lagos,Badagry,South West,PhD,Unemployed,Hausa,Low,Glo,Prepaid,25,2023-07-03,4829.99,122471.04,1.02,361.03,48,4G,0.188,3.07,14.57,4,24.37,5.6,Mobile Money,3,0,0,1,1,1,1,1,1,2,2,3.3,1,0
NIG000177,31,Male,Ogun,Ogun City,South West,Primary,Entrepreneur,English,Low,MTN,Prepaid,6,2025-01-23,5544.85,32884.31,7.78,936.4,56,4G,0.064,0.97,30.18,2,39.36,3.3,Card,1,0,0,0,1,1,0,0,0,1,4,0.4,1,0
NIG000178,20,Male,Kano,Gwarzo,North West,OND/NCE,Retiree,English,Low,MTN,Prepaid,13,2024-06-27,1949.4,25445.09,4.01,1238.83,54,4G,0.23,0.08,14.91,1,44.86,4.1,Mobile Money,2,0,0,0,1,0,0,1,0,1,2,2.5,1,0
NIG000179,21,Male,Cross River,Cross River City,South South,Masters,Student,Yoruba,Low,9mobile,Prepaid,50,2021-06-13,3792.62,182693.61,7.38,514.48,54,3G,0.064,0.13,29.77,5,28.52,4.8,USSD,1,1,0,0,0,1,0,0,0,1,1,0.8,1,0
NIG000180,49,Female,Oyo,Iseyin,South West,Secondary,Trader,Igbo,Low,MTN,Prepaid,16,2024-03-29,500,6359.01,6.31,523.67,59,3G,0.044,1.12,15.35,0,39.24,1.2,Airtime Transfer,0,1,0,0,0,1,1,1,0,1,2,1.1,1,1
NIG000181,28,Male,Zamfara,Zamfara City,North West,Primary,Banker,Hausa,Low,Glo,Hybrid,2,2025-05-23,4966.47,8539.29,3.06,146.91,42,4G,0.263,0.05,22.99,1,36.89,2.7,Mobile Money,4,0,0,0,1,1,0,1,0,2,4,0.9,1,1
NIG000182,47,Male,Ogun,Ogun City,South West,OND/NCE,Banker,Yoruba,Low,Airtel,Prepaid,72,2019-08-23,2694.19,201292.55,11.5,853.73,51,3G,0.036,2.86,23.15,3,35.32,6.6,USSD,0,1,1,0,1,0,1,1,1,1,2,0,1,0
NIG000183,42,Female,Benue,Benue City,North Central,PhD,Trader,Hausa,Middle,Airtel,Prepaid,26,2023-06-03,8142.24,203106.26,4.24,699.28,47,4G,0.089,1.74,30.69,3,46.79,3.4,USSD,0,1,1,0,1,0,1,1,0,2,3,1,0,1
NIG000184,43,Female,Lagos,Epe,South West,Secondary,Student,Pidgin,Low,MTN,Prepaid,37,2022-07-08,4837.71,160127.1,2.75,680.53,57,4G,0.283,1.5,1.69,6,25.71,9.1,USSD,2,1,1,0,1,1,0,1,0,1,2,6.5,0,0
NIG000185,49,Male,Oyo,Ibadan,South West,Primary,Unemployed,Igbo,High,MTN,Prepaid,40,2022-04-09,6682.45,289887.89,10.41,211.14,44,3G,0.28,0.81,16.43,2,7.42,4.9,Bank Transfer,2,0,0,1,0,0,0,0,0,1,4,1.6,1,0
NIG000186,28,Female,Anambra,Anambra City,South East,Primary,Farmer,Hausa,Low,9mobile,Prepaid,49,2021-07-13,1223.19,60375.43,1.75,434.51,47,4G,0.239,0.01,38.65,1,37.44,6.7,USSD,1,1,0,0,1,1,0,0,0,1,3,0.3,1,1
NIG000187,57,Male,Kano,Wudil,North West,Secondary,Trader,English,Low,Airtel,Postpaid,12,2024-07-27,13118.99,177922.68,3.96,669.8,45,4G,0.13,0.8,24.71,3,27.16,7.8,Card,0,1,1,0,0,1,1,1,1,4,6,2,0,0
NIG000188,23,Male,Zamfara,Zamfara City,North West,Secondary,Civil Servant,English,Middle,MTN,Postpaid,16,2024-03-29,6025.22,118422.18,1.14,343.07,51,4G,0.148,3.08,14.78,4,90.92,8.6,Bank Transfer,1,0,1,0,0,1,1,0,0,1,3,1.9,1,0
NIG000189,35,Male,Kebbi,Kebbi City,North West,Secondary,Driver,English,Low,Glo,Prepaid,21,2023-10-31,4208.13,71382.85,2.51,754.36,54,3G,0.241,3.31,26.17,2,36.12,5.4,USSD,2,0,0,1,1,1,0,1,1,1,2,2,1,0
NIG000190,40,Male,Anambra,Anambra City,South East,Secondary,Trader,Igbo,Low,MTN,Prepaid,1,2025-06-22,1415.82,1072.63,4.05,495.3,54,3G,0.092,4.54,38.49,1,5.75,6.5,USSD,1,1,0,0,0,0,1,1,0,1,2,1.2,1,0
